Minisector,HAM,ALB,Fastest
0,274.6763037028572,276.81374724624794,ALB
1,295.2326100296296,298.0526604299847,ALB
2,294.4852819516049,297.40263543191156,ALB
3,177.2598541484884,176.3954887433739,HAM
4,121.26536237510452,115.6744517679884,HAM
5,234.36102456752135,235.97798065588287,ALB
6,279.6079396292063,279.50344306056,HAM
7,293.7339628372671,293.92588949903876,ALB
8,185.33997941528693,184.27835937842295,HAM
9,147.79774757845888,133.95479255346433,HAM
10,252.30249139301588,250.34114803521294,HAM
11,287.5199305948874,288.7390909991342,ALB
12,298.9414352273593,304.1649073750049,ALB
13,285.6477290850088,285.40046034052983,HAM
14,296.3319230615708,297.1804265628241,ALB
15,296.8067783730388,301.4512317835749,ALB
16,259.201978644653,256.9156032432591,HAM
17,235.38953092856192,228.81043589359064,HAM
18,277.8938656096066,281.24880667610194,ALB
19,297.5009246909025,298.84568873055457,ALB
20,302.8183914300047,306.8030110102751,ALB
21,244.17875941098902,241.4825558660806,HAM
22,264.68307461172657,262.624042928236,HAM
23,146.1394642134376,141.4547083125046,HAM
24,216.72545856067225,213.08847767123868,HAM
25,,259.05000106666665,ALB
