Minisector,VER,HAM,Fastest
0,243.40965125587303,247.2014824911207,HAM
1,139.7420807821131,135.8814243185423,VER
2,280.0404319040353,276.80021697374696,VER
3,308.8107269164886,315.37128679336854,HAM
4,286.43489622888416,297.0323984865247,HAM
5,315.3098398874074,319.6926506590003,HAM
6,321.4435557861696,321.0482856484571,VER
7,313.4829764796537,316.777008818563,HAM
8,198.11539905896467,204.17729228901567,HAM
9,192.7685652517203,186.0946112740887,VER
10,178.81326336669588,181.6648876921269,HAM
11,169.79031568843098,165.99811681879174,VER
12,240.82504665259887,244.1895689627911,HAM
13,258.110362356934,264.27723322274244,HAM
14,267.5723391107175,266.2923303118753,VER
15,247.09811303761083,256.6245579936508,HAM
16,177.73982889108996,173.86709326297708,VER
17,188.81525902356154,188.94627730315597,HAM
18,234.80864196158268,251.03755766374212,HAM
19,291.40059285314567,300.6026336020045,HAM
20,319.14155053592253,317.58451583101936,VER
21,303.654763658746,294.3423012282307,VER
22,280.2148214728192,275.6873151504459,VER
23,243.9859483534808,256.8007984799946,HAM
24,122.82858746015414,113.25031611507713,VER
25,,219.32184168169363,HAM
