Minisector,HAM,RIC,Fastest
0,253.61641978344502,266.676782883536,RIC
1,134.9093545247272,137.0726947606997,RIC
2,200.3838721445213,201.03509818324017,RIC
3,244.34527568007326,250.47757994829018,RIC
4,255.35758706089752,261.8020822857143,RIC
5,178.65354805789852,175.8259756744353,HAM
6,147.34201111607183,145.0696579655973,HAM
7,180.18938939850307,183.60874225822982,RIC
8,99.92128401715645,103.96147575963906,RIC
9,72.76568897843995,73.50255852075865,RIC
10,93.2467291764812,93.88185241397503,RIC
11,184.04675234132475,178.15481652012247,HAM
12,242.9797440003734,247.89123544931863,RIC
13,264.1797096354947,272.5849418473571,RIC
14,271.8241764336996,285.903409729334,RIC
15,112.73944626830789,123.12383424103162,RIC
16,149.03730064975923,133.94791929903784,HAM
17,189.75112026161088,189.11393736136682,HAM
18,199.40390009172972,200.07299085824806,RIC
19,207.6288517019608,219.44877091466148,RIC
20,138.0067323026819,138.22755213612493,RIC
21,114.11255011873516,117.03811208580943,RIC
22,94.44947913419637,89.36372950500262,HAM
23,195.8916623589449,191.5347480080302,HAM
24,247.75485086364344,251.04721809643112,RIC
25,,266.03765559510407,RIC
