Minisector,BOT,NOR,Fastest
0,290.27222186666665,287.1588544,BOT
1,296.63405801739134,293.7946198603341,BOT
2,292.334680089441,278.6715267555556,BOT
3,122.30403811310345,113.71566823148886,BOT
4,225.22978590081556,223.42107927407358,BOT
5,276.26557461587305,274.4744219926114,BOT
6,223.35338606714765,224.2007809862241,NOR
7,166.89682412307693,160.1773932401522,BOT
8,220.6722907997671,215.21466104825902,BOT
9,232.72044388045978,225.20632224367816,BOT
10,123.84969755904483,121.07251434368874,BOT
11,232.5036560741451,230.0786674499376,BOT
12,127.51103786991582,126.33872175693166,BOT
13,230.71962073957306,223.61152867555558,BOT
14,280.2339224990637,278.6844502923205,BOT
15,228.0817233204301,228.58999886222222,NOR
16,199.43344037183795,187.92338442308463,BOT
17,258.03205078974355,243.87916635646258,BOT
18,220.73861153447794,205.53506883409455,BOT
19,180.97837676396398,176.77283237817633,BOT
20,264.1849981642144,262.77578980845425,BOT
21,284.9381944,283.7084323936508,BOT
22,183.12157793198136,178.9785482353556,BOT
23,218.974729427957,215.573272010975,BOT
24,270.79410258319297,270.9109716062846,NOR
