Minisector,RUS,HAM,Fastest
0,286.1290773409524,293.51901485104764,HAM
1,209.0016594901099,219.47775928562356,HAM
2,224.82517247531374,230.49535368806679,HAM
3,270.2026444539362,274.214720291542,HAM
4,241.16632801009007,248.43452720958155,HAM
5,132.5728226605729,128.47865825432848,RUS
6,214.7672971220202,212.42245727969888,RUS
7,260.81363811935745,257.1760645979378,RUS
8,249.67659992958153,244.21816375407732,RUS
9,235.21552080099192,234.94522272566545,RUS
10,272.75802856412184,274.3931976752137,HAM
11,289.6684348882452,292.7288322818471,HAM
12,301.1664457198746,301.9382331555555,HAM
13,305.85699554971427,306.6216618969697,HAM
14,303.0836169386667,301.15473025254903,RUS
15,257.90606856171183,253.53673352223737,RUS
16,242.25422246345914,243.5929413769697,HAM
17,275.09441922599046,277.1314758664662,HAM
18,289.36938669515524,284.98058164584666,RUS
19,151.74491405335604,157.91229610208129,HAM
20,210.61334680702726,210.9700974713731,HAM
21,185.95859684431016,185.5519327327961,RUS
22,139.41316211778752,138.15225889190236,RUS
23,231.95165171315261,230.72223085255968,RUS
24,275.4012193979221,276.9679835363265,HAM
