Minisector,LEC,NOR,Fastest
0,273.2762166013288,274.4910276063492,NOR
1,294.2146215539859,294.77466958444506,NOR
2,292.4602431111111,290.74183325866665,LEC
3,185.37425994016036,187.24597082143208,NOR
4,117.8400643793884,116.46859981529934,LEC
5,234.72300783184468,236.33888330603816,NOR
6,281.3054283152009,280.82126390165325,LEC
7,295.3149998506667,290.6216204517879,LEC
8,181.11241192977735,176.31517221726156,LEC
9,141.4756435942378,135.98546489620603,LEC
10,247.9164006568981,249.4804961968189,NOR
11,285.05200042666667,286.9799065204328,NOR
12,296.3489098122863,297.7035025070581,NOR
13,276.5852843548992,279.7985438940621,NOR
14,293.5773067936508,293.826165752381,NOR
15,296.6009080448169,290.1892431593765,LEC
16,257.94798753103447,242.0741663288889,LEC
17,221.17925484675587,224.00326590538944,NOR
18,275.5148154469136,277.4126983854338,NOR
19,296.6404115605887,296.4562581790691,LEC
20,303.2506665386667,293.6554630411684,LEC
21,234.70373993766756,225.88947842097275,LEC
22,261.31439179561346,254.83676882262097,LEC
23,137.66222867357038,132.99168170269897,LEC
24,208.54706481818283,214.91443239645082,NOR
25,254.3250048,,LEC
