Minisector,VER,ALO,Fastest
0,290.45461195541577,291.4296368903511,ALO
1,160.66243825620208,173.54738018050952,ALO
2,175.7634158556125,172.10693729087865,VER
3,252.69619308538577,253.71717115936508,ALO
4,285.6556672842512,286.8274445591139,ALO
5,246.16699236173915,250.7710891140691,ALO
6,222.10007837090987,220.6341823209524,VER
7,153.11353495987754,149.44300333616843,VER
8,231.4251425337068,224.2178537054277,VER
9,281.17589088596054,280.4841662422857,VER
10,299.30648012121213,298.61332166359153,VER
11,307.54377713670834,308.130069391746,ALO
12,311.21413456205596,312.33854626807016,ALO
13,304.5202445118595,309.3732427188889,ALO
14,123.19573098062033,124.73104697582352,ALO
15,120.41184018529393,113.95260039332294,VER
16,106.50738484210791,100.55376574634423,VER
17,234.22122736816104,232.74588766550937,VER
18,285.1104481719728,287.39956909760207,ALO
19,305.8071284876331,307.8531074906667,ALO
20,317.4993693738346,317.98087552293356,ALO
21,315.9421746560985,318.1598203176532,ALO
22,121.2637822716578,121.04549792320141,VER
23,207.09607175103665,207.48534758283364,ALO
24,268.2001098942044,270.59669302652526,ALO
25,282.84999999999997,,VER
