Minisector,SAI,ALO,Fastest
0,276.9403792970472,272.97746389932155,SAI
1,300.31076386666666,294.6012152,SAI
2,295.89553530828715,293.4722822971362,SAI
3,175.81112954240427,176.03832429931973,ALO
4,113.84807860394929,117.95995084810124,ALO
5,234.31559084731182,232.02983790107527,SAI
6,289.08683296426665,276.53767063812495,SAI
7,301.2431671466667,284.5046667093333,SAI
8,175.06014397483025,179.83481671526746,ALO
9,138.8310243982274,137.27012855149735,SAI
10,249.73045936551725,246.55958254222224,SAI
11,290.5079259707593,285.41264657677124,SAI
12,303.36922148571426,295.52048635555553,SAI
13,281.070476135619,277.9413580246914,SAI
14,300.5850096555176,294.30268135238947,SAI
15,300.7244547936508,293.6102386895238,SAI
16,241.19715435651062,252.5519337207766,ALO
17,221.7089838,221.63526245772005,SAI
18,280.98706665605465,273.59143383351727,SAI
19,308.9432041714286,293.1281665706667,SAI
20,312.65172074314955,291.7405958952523,SAI
21,222.79781758614718,228.55954293809523,ALO
22,255.92591562110186,252.66210126613643,SAI
23,130.92743223050996,140.07035045696372,ALO
24,211.14733332130504,204.3171942984127,SAI
25,257.8875008,255.16875040000002,SAI
