Minisector,LEC,HAM,Fastest
0,269.6220767314286,276.66711244865496,HAM
1,298.4594295755032,309.8251037933333,HAM
2,312.6190903727891,331.3319752,HAM
3,321.15029179580955,342.20424134564104,HAM
4,324.9005005244435,344.9798610666667,HAM
5,324.3513323660151,343.4867950605128,HAM
6,208.27471053510692,219.66204258963805,HAM
7,108.38477089022898,106.02321255531693,LEC
8,179.7937712417112,187.44230204517908,HAM
9,258.67246358919397,267.65871776374246,HAM
10,288.5097391507003,296.44410792318166,HAM
11,161.83063454636394,170.24450900717653,HAM
12,96.30327085932544,94.34977703303775,LEC
13,110.08722144267053,118.0850420906855,HAM
14,221.2473834752532,217.62539193970676,LEC
15,185.34776656644686,184.3676929271904,LEC
16,225.22781426937044,220.74930286208112,LEC
17,177.63993181704518,181.45413071012348,HAM
18,227.98628662932066,225.2082051657143,LEC
19,276.66796394052403,272.5847412527592,LEC
20,258.8334298129323,246.26404493688887,LEC
21,147.96111690715824,145.77927039756923,LEC
22,95.07138157296761,95.64495541598473,HAM
23,121.73475718036158,125.34739919391845,HAM
24,222.1569148695238,217.616419724433,LEC
25,,256.891499328,HAM
