Minisector,VER,HUL,Fastest
0,265.36271983157894,274.6032697058655,HUL
1,295.7606880005601,298.1656743415873,HUL
2,310.6141743523809,309.72153857833274,VER
3,318.0946428952381,316.6711906336508,VER
4,322.571131047619,321.4767856761905,VER
5,325.5,324.7314387900656,VER
6,285.9559108142675,189.549458342029,VER
7,112.12121466968524,108.45142840610009,VER
8,150.0901244569207,194.85602171499167,HUL
9,252.4321771851852,265.008015493778,HUL
10,289.9333611351855,291.96694442666666,HUL
11,248.66984647971398,156.17409956700118,VER
12,93.5084852760096,100.57553887133953,HUL
13,110.86284732115621,122.58146346462962,HUL
14,214.2100386909091,219.24543526167798,HUL
15,188.27336904347825,187.54689804350843,VER
16,222.5822708150392,222.5363095873016,VER
17,184.59660231111113,174.35203614282986,VER
18,225.65064881397265,243.04610517156252,HUL
19,274.08563998095235,282.73958366666665,HUL
20,285.1350162825268,240.62293788164183,VER
21,152.21985591911687,145.78317963502303,VER
22,101.71385564965271,100.50589101056562,VER
23,120.79528499649122,132.2126024271278,HUL
24,203.94809048888888,231.18232341453634,HUL
