Minisector,HAM,VET,Fastest
0,294.3531891489079,288.9560128389312,HAM
1,207.04297003583358,195.31111041645403,HAM
2,230.92705841112416,226.29759110575327,HAM
3,275.16778266565143,270.5656829678134,HAM
4,230.3906457967113,239.26593070292478,VET
5,128.3521059352471,126.75492517796714,HAM
6,215.51735263380945,207.67528715960364,HAM
7,260.30233910955945,256.36042991533924,HAM
8,207.97146448577183,200.8530144789835,HAM
9,207.70084494245674,204.04499159118663,HAM
10,265.06037910218254,261.3865995120102,HAM
11,214.49006526116082,211.75775926153764,HAM
12,183.00436221490932,175.4921789388737,HAM
13,261.4317746257148,258.01124815920684,HAM
14,281.2360319194027,280.3606951673824,HAM
15,264.4774304990999,256.41401444848486,HAM
16,247.35442374933837,236.81150490728706,HAM
17,274.9502535996356,271.1498214205581,HAM
18,285.99726450988516,285.05543710844006,HAM
19,180.4853997914001,176.23262885242505,HAM
20,214.06149306278317,208.36367351166453,HAM
21,171.19297318967816,176.44349751347764,VET
22,145.75895741954264,135.36255530888073,HAM
23,243.90750748956887,234.02861540565675,HAM
24,282.2447900353243,275.14627503082517,HAM
25,,286.1937504,VET
