Minisector,HAM,BOT,Fastest
0,311.4287035851852,308.0934210245614,HAM
1,238.84523398095237,242.08800042378712,BOT
2,136.77136368617246,138.66718343057644,BOT
3,220.70328900295917,217.74047014805433,HAM
4,264.64234607835715,263.1611104,HAM
5,290.7865199327731,288.79408483290564,HAM
6,301.5416391403249,302.85984290412847,BOT
7,283.21162487017546,288.3285114385965,BOT
8,179.14597415553226,177.72606060367235,HAM
9,242.38645114195012,241.4825748848485,HAM
10,271.2674531664722,271.810525922807,BOT
11,260.1344590997494,265.965142643324,BOT
12,209.6225281206707,208.95766677333333,HAM
13,127.53898313833815,125.65893911248982,HAM
14,128.25770561870797,126.13207941022911,HAM
15,161.14922021640746,159.9340700369748,HAM
16,127.14192532071772,122.50245166875631,HAM
17,233.30549445145667,233.3448315012987,BOT
18,183.6870655938056,183.42072373858554,HAM
19,165.3140739662932,164.2302529372375,HAM
20,250.7153419151515,248.3389201795758,HAM
21,279.96299568253966,276.1983078255639,HAM
22,298.0236767177346,292.09556712392487,HAM
23,315.083088627451,301.269885739855,HAM
24,324.1308127398966,304.95694429629634,HAM
