Minisector,NOR,ALO,Fastest
0,278.3171310811947,277.17740620902356,NOR
1,298.4426557386766,297.4506600021979,NOR
2,298.95017011809523,299.4718878077097,ALO
3,183.22936163115133,169.06521376067482,NOR
4,117.82227898695666,119.9842569227259,ALO
5,241.26687300720235,236.03187215227513,NOR
6,282.282444935766,281.1017022932114,NOR
7,294.35608542698566,293.4065827365079,NOR
8,182.48809806211997,170.25591404822904,NOR
9,144.5976882650608,142.76460048321238,NOR
10,251.83451503869713,251.72809392511783,NOR
11,290.0338064202616,289.15359572806767,NOR
12,292.1546655363975,297.65118355151515,ALO
13,265.5021522147,280.7340024795126,ALO
14,297.15977072761905,301.75776946550724,ALO
15,300.2456359903455,307.38429506620776,ALO
16,247.30623170556066,252.32037702044568,ALO
17,226.4068545630226,221.4913748361446,NOR
18,281.9800259318212,277.0881166178684,NOR
19,305.75839021865227,304.44236136533334,NOR
20,309.64676114610404,310.25791048295395,ALO
21,241.10933553228548,236.59578612852178,NOR
22,261.30886973018505,260.4998705532926,NOR
23,132.6981829755002,138.5983588289093,ALO
24,221.10028647854546,208.5138096007882,NOR
25,,258.0634932337042,ALO
