Minisector,NOR,VER,Fastest
0,271.57187403741193,277.8210309039859,VER
1,287.60678117250245,302.4635560330328,VER
2,295.419397952,307.8116208923249,VER
3,128.56710142216315,124.34550909564148,NOR
4,192.22791240609732,197.16143321387946,VER
5,247.6819180515222,256.512201989418,VER
6,134.46374036571427,143.6802547980209,VER
7,206.22241060834767,201.21700630728608,NOR
8,257.66783782796676,257.1665522906667,NOR
9,278.893768368868,278.38805668705584,NOR
10,230.8208449197204,235.8394222215224,VER
11,172.52365536983103,178.48036440823844,VER
12,191.83877444752886,193.90516297863317,VER
13,134.20898674105248,136.4358756236131,VER
14,174.18853692315048,171.27360148819758,NOR
15,160.11776214697394,160.45734950043564,VER
16,222.30989492894662,215.74180537142857,NOR
17,233.45731553686858,234.06964177724672,VER
18,239.6619171496705,241.43567464918956,VER
19,224.9546990125177,236.04362365737373,VER
20,145.8923967439316,144.90517313378103,NOR
21,126.79786912994788,137.93899913865292,VER
22,172.603178320112,170.10046120634922,NOR
23,154.28133458582695,153.9598943068254,NOR
24,230.8654268903896,222.83455181125544,NOR
25,256.9833344,254.33571565714283,NOR
