Minisector,HAM,BOT,Fastest
0,249.13204475238095,240.01180866951745,HAM
1,127.2001710767478,124.19664047445886,HAM
2,197.79028289458412,196.90356650136795,HAM
3,244.31383734592248,240.76205428571427,HAM
4,259.18652197384125,250.52888763259259,HAM
5,169.199825613635,170.01315526656342,BOT
6,140.0167429212746,141.2372479808999,BOT
7,180.11630816609335,180.8085578915065,BOT
8,102.06272346688343,107.01321443684849,BOT
9,70.44745569119522,74.32151932898975,BOT
10,96.99061856947154,91.4983844170426,HAM
11,190.30478309490232,183.06448645614037,HAM
12,244.1329640391111,241.46863397194028,HAM
13,267.4056795114192,264.719845945679,HAM
14,270.22235729230766,269.9830764061538,HAM
15,104.3963915855355,112.26802172210849,BOT
16,150.2438051424514,145.61907888729937,HAM
17,173.39366762943723,177.46268050927318,BOT
18,194.2933356254933,191.53370456810745,HAM
19,196.28688958965253,208.95191088941175,BOT
20,130.98513848665675,131.28717858091147,BOT
21,101.85283733627185,121.13501656221975,BOT
22,100.88005094850203,91.29971380363637,HAM
23,197.63677710930256,187.76694150115733,HAM
24,249.99417694775263,243.21877266531988,HAM
25,,260.4079372190476,BOT
