Minisector,RUS,HAM,Fastest
0,315.7332797733489,313.1514567107648,RUS
1,324.57822929246794,319.4471454476367,RUS
2,318.4045915488926,312.2917597667909,RUS
3,182.00097925794367,191.38476517025333,HAM
4,125.29415321261365,128.98795271314955,HAM
5,259.80381901553943,262.1715065361004,HAM
6,297.44294589941524,294.80216938919796,RUS
7,309.7681663260681,306.8616796313398,RUS
8,267.3733949497861,262.0924245909178,RUS
9,146.3521899173246,144.94119435228612,RUS
10,210.0493469393438,218.71538198997146,HAM
11,211.19724262464223,217.69430061982405,HAM
12,191.1576341076751,195.12173056417197,HAM
13,265.05865171814634,261.71001013182615,RUS
14,299.30319643806484,298.4697308407786,RUS
15,309.7292527260119,306.70621028317464,RUS
16,258.0353023649524,259.81788208672447,HAM
17,212.3703171062912,214.39703389148536,HAM
18,272.83066645134573,274.30778562081053,HAM
19,302.5760385298415,302.21061765234566,RUS
20,315.0144444109668,312.39520204924435,RUS
21,297.90243133968255,296.8620503689459,RUS
22,203.24389291450737,210.9440812608603,HAM
23,262.578411054966,263.84277070341557,HAM
24,298.7500535783575,297.01429926798716,RUS
