Minisector,NOR,SAI,Fastest
0,306.72548261351227,292.73364991643257,NOR
1,308.03273700392157,297.7955676444444,NOR
2,157.90196212571385,171.94536959898744,SAI
3,230.32560933333335,233.24954897948518,SAI
4,285.86186896906867,275.8142479240914,NOR
5,312.5110264454188,292.2974538666667,NOR
6,317.9813724235294,298.35494815264997,NOR
7,162.11708404400724,173.0956377555543,SAI
8,138.9958343063063,144.0093573367546,SAI
9,250.20740423645103,251.10047428941303,SAI
10,285.5026787301588,280.2589310059174,NOR
11,291.9230426101824,293.1354011669173,SAI
12,147.2589967361325,157.06523005057838,SAI
13,201.36694580763395,206.569168384,SAI
14,257.88439428684205,263.18027311801427,SAI
15,203.43016928395062,219.96396224904757,SAI
16,229.93200716511802,237.48168394348752,SAI
17,223.41014391746032,235.77236611951622,SAI
18,251.11243315596735,252.2471945723356,SAI
19,276.9950387989376,276.1393280358693,NOR
20,288.60745616842104,290.9617552767812,SAI
21,257.5371877877551,279.05482329824565,SAI
22,220.41051877240398,243.131079280065,SAI
23,213.73919538818046,220.47397194168465,SAI
24,269.2498252184418,268.78750106666666,NOR
25,,284.1833336888889,SAI
