Minisector,LEC,HAM,Fastest
0,282.37971085687803,277.7762532628048,LEC
1,299.570410730284,296.1348467898763,LEC
2,293.9512031924544,291.3437072663953,LEC
3,169.61960263667453,179.06655783297967,HAM
4,216.97183358653174,216.8692811647226,LEC
5,196.67488637288739,201.3732195030204,HAM
6,175.10978268145524,182.71961784407162,HAM
7,199.89491850525727,201.26196694167012,HAM
8,252.26980868002383,254.47407585525036,HAM
9,264.84622327238094,262.70757712459516,LEC
10,163.1674900898324,167.3267278392579,HAM
11,232.2946842740497,233.05582779249593,HAM
12,111.34401498118586,106.69061455547701,LEC
13,223.74716717489252,219.97107384376957,LEC
14,276.55446844557724,274.56099748286766,LEC
15,293.4332961,288.7680270990843,LEC
16,204.70572119264182,207.1886221896953,HAM
17,184.11337522739078,182.27511186077726,LEC
18,260.6507581554669,263.26381510119677,HAM
19,292.0693109044346,289.6877621973273,LEC
20,303.7369124537987,299.8074736492764,LEC
21,304.92100273724867,300.67836155026527,LEC
22,273.55926440478805,264.33040601904764,LEC
23,113.48025848064648,116.2368019417365,HAM
24,232.41539070476188,236.43841462086712,HAM
