X,Y,Minisector,Fastest
-206.50837195824766,1214.2718613914212,0,PER
-124.0,1203.0,0,PER
-102.70856498494057,1200.0241812230518,0,PER
58.0,1176.0,0,PER
139.195107530523,1163.0081698110323,0,PER
188.0,1155.0,0,PER
318.0,1133.0,0,PER
371.51028819531484,1123.9473552024685,0,PER
516.549927219371,1099.590026266717,0,PER
591.0,1087.0,0,PER
628.0428024480125,1080.6941535643145,0,PER
733.0,1063.0,0,PER
885.9221127397863,1037.8497145308638,0,PER
946.0,1028.0,0,PER
1096.350542651083,1003.2897735396691,0,PER
1185.898252437735,988.8894054330714,0,PER
1217.0,984.0,0,PER
1310.3486274738866,969.3911622034291,0,PER
1351.0,963.0,0,PER
1569.6238787154773,928.7853328869891,1,PER
1575.0,928.0,1,PER
1722.4879595034242,906.010391060443,1,PER
1728.0,905.0,1,PER
1744.0,902.0,1,PER
2095.1242068358397,848.7127741809325,1,PER
2177.0,837.0,1,PER
2224.4445405889996,830.1446538808345,1,PER
2402.0,803.0,1,PER
2419.7265236378225,800.3200570540857,1,PER
2654.0,765.0,1,PER
2822.970835219122,739.4864948231627,1,PER
2892.0,729.0,1,PER
2981.237415480739,715.4378773545235,1,PER
3261.0,673.0,2,PER
3286.8093021989284,669.1147358731215,2,PER
3417.0,650.0,2,PER
3426.1644200222836,648.690526266588,2,PER
3600.0,624.0,2,PER
3626.6260622889763,620.1706638603341,2,PER
3872.0,586.0,2,PER
3954.7468659848946,575.3864572888955,2,PER
4157.0,550.0,2,PER
4279.319337230589,535.047895927766,2,PER
4358.142066492987,526.5366794820973,2,PER
4363.0,526.0,2,PER
4525.0,508.0,2,PER
4573.934785116503,502.6048302636183,2,PER
4697.0,489.0,2,PER
4783.531909316187,479.2401841012365,2,PER
5153.799250591852,436.71632260961627,3,PER
5160.0,436.0,3,PER
5285.454303244435,421.4525158423832,3,PER
5383.456700341199,409.9633170320873,3,PER
5452.0,402.0,3,PER
5526.5000126995465,393.385351611164,3,PER
5599.0,385.0,3,PER
5867.258390865887,353.90037610657254,3,PER
5875.0,353.0,3,PER
6045.664224102175,332.9235323048462,3,PER
6097.0,327.0,3,PER
6255.0,309.0,3,PER
6267.878893859874,307.5275286819317,3,PER
6505.0,280.0,3,PER
6593.074112089548,269.52950797623214,4,PER
6851.593874947584,238.45703852249588,4,PER
6897.0,233.0,4,PER
7077.984608836925,210.68299891616405,4,PER
7159.0,200.0,4,PER
7450.709033323861,161.23226330374675,4,PER
7460.0,160.0,4,PER
7629.0,138.0,4,PER
7765.694590243564,119.94947006699992,4,PER
7855.0,108.0,4,PER
7965.960045844892,92.9410703234782,4,PER
8025.0,85.0,4,PER
8144.571064984184,69.65325201656769,4,PER
8357.0,42.0,5,PER
8621.542835359534,6.530427765726894,5,PER
8633.0,5.0,5,PER
8791.664275832916,-15.149484230140619,5,PER
8823.0,-19.0,5,PER
8927.917725379437,-32.415393959126696,5,PER
9024.0,-45.0,5,PER
9178.381235237232,-65.5467137889636,5,PER
9406.0,-96.0,5,PER
9474.240005599719,-105.01715255851825,5,PER
9695.731225081196,-133.58587332942807,5,PER
9729.0,-138.0,5,PER
9989.95646420573,-172.80004416177513,6,PER
9999.0,-174.0,6,PER
10137.318084186418,-192.08642267749812,6,PER
10253.705617832238,-206.45914728977192,6,PER
10258.0,-207.0,6,PER
10430.57129993651,-228.90642431879147,6,PER
10487.0,-236.0,6,PER
10639.0,-255.0,6,PER
10664.742051574549,-258.40661019603453,6,PER
10803.066314949305,-277.4204118954367,6,PER
10850.0,-284.0,6,PER
10899.568853746296,-291.04877981603187,6,PER
10980.38130821801,-304.5036429641974,6,PER
10983.0,-305.0,6,PER
11063.0,-321.0,6,PER
11098.54826835234,-328.81352096454924,6,PER
11155.0,-343.0,6,PER
11236.727762460821,-369.9906174838878,6,PER
11247.0,-374.0,6,PER
11311.16829432169,-402.97670759438216,6,PER
11334.0,-415.0,6,PER
11399.0,-455.0,6,PER
11403.264168708405,-457.9983305816922,6,PER
11459.34005738274,-502.8476497907929,6,PER
11475.0,-517.0,6,PER
11525.0,-577.0,7,LEC
11539.26340782157,-601.9062761565482,7,LEC
11566.0,-653.0,7,LEC
11581.631898211184,-693.2135996033996,7,LEC
11583.0,-698.0,7,LEC
11599.0,-754.0,7,LEC
11599.903183284225,-758.2832976669049,7,LEC
11609.589734779338,-857.2609969023633,7,LEC
11610.0,-886.0,7,LEC
11607.982628275382,-916.2018149892622,7,LEC
11607.0,-925.0,7,LEC
11596.0,-1007.0,7,LEC
11592.690429831122,-1025.2720971626936,7,LEC
11577.0,-1105.0,7,LEC
11573.23244482113,-1129.1576671550458,7,LEC
11569.0,-1167.0,7,LEC
11565.605335555054,-1198.6669308168198,7,LEC
11565.0,-1228.0,7,LEC
11580.541896260593,-1337.8427457012501,7,LEC
11581.0,-1340.0,7,LEC
11590.11913580076,-1373.154300114103,7,LEC
11607.0,-1401.0,7,LEC
11608.400500459746,-1403.167897005586,7,LEC
11642.439815768195,-1453.0538770642754,7,LEC
11654.0,-1467.0,7,LEC
11684.0,-1497.0,7,LEC
