Minisector,LEC,RUS,Fastest
0,260.5184936886131,261.3494180942203,RUS
1,131.83842425218248,134.22331234128586,RUS
2,269.85940317633475,268.5909423242713,LEC
3,311.1957720639821,309.83134021396825,LEC
4,309.7745289999724,310.6730780369358,RUS
5,318.3899538687227,321.3169882132996,RUS
6,323.5836096764022,326.42553007721847,RUS
7,322.5672,328.5933434948197,RUS
8,198.64149888673626,199.63385799588326,RUS
9,206.94724383679196,199.838214986737,LEC
10,179.3314000651882,175.79302286327047,LEC
11,174.49433731797768,171.50440820791428,LEC
12,261.07611339904344,257.3470779969229,LEC
13,284.1010132329908,279.20611204530945,LEC
14,287.45046379244667,286.0617989758949,LEC
15,279.0920545385104,275.80788232016147,LEC
16,170.8146371424305,170.12206969293268,LEC
17,197.72730174611462,195.56177291697662,LEC
18,250.97648102103705,251.22543102400002,RUS
19,294.1112488875844,292.48263498351895,LEC
20,312.0108025169463,313.1163705192838,RUS
21,317.779029265348,319.73414592898587,RUS
22,316.2634573578422,317.96133224290776,RUS
23,272.12723849142856,254.96382377054871,LEC
24,118.79779895050802,116.49271946189886,LEC
25,232.34999679999999,,LEC
