Minisector,HAM,ALB,Fastest
0,325.52435199818086,321.6347626181901,HAM
1,334.4604630602385,331.50020820444445,HAM
2,338.0723322709915,334.8788888335802,HAM
3,194.33689479111112,189.60595328189459,HAM
4,135.1168648122673,121.65487598558948,HAM
5,265.9595104884656,263.14706336620714,HAM
6,301.69943473902475,299.25399058770563,HAM
7,318.61387434301616,314.86378398836365,HAM
8,281.9876959240514,286.1209577124349,ALB
9,142.92033550209604,141.0292395037791,HAM
10,231.43905467790657,222.17690179810108,HAM
11,234.03500244605246,218.45055083008347,HAM
12,207.15255671988822,195.64289832953213,HAM
13,269.3903003924387,266.58658086969507,HAM
14,307.26145192565417,302.63406051845806,HAM
15,325.49287827482993,321.7720846641374,HAM
16,276.4719768560501,270.58355804327294,HAM
17,214.4454999605346,208.73764935417304,HAM
18,280.3949155652896,278.6309577892063,HAM
19,311.49707143585374,308.6946640389957,HAM
20,326.36749404559885,324.00232648773425,HAM
21,319.64557296,305.1659680504308,HAM
22,214.41963479571427,199.74935010803776,HAM
23,271.5194623037441,263.3376587003175,HAM
24,303.97361771730715,302.19229621138174,HAM
25,312.26499904,311.49000064,HAM
