Minisector,VER,PER,Fastest
0,288.8294907851852,299.325500916934,PER
1,298.96857142857147,307.54608637291005,PER
2,169.4170819212849,159.44595715974722,VER
3,226.38459893048127,216.95819240911976,VER
4,271.4902411730029,276.55997745357575,PER
5,290.14207920044373,303.75707398327586,PER
6,297.5060204081633,312.95347243636365,PER
7,155.59531945139491,153.147408108835,VER
8,129.9501677508123,122.14277184517668,VER
9,252.8892539539384,252.13819983102798,VER
10,289.7185317460318,296.75253752142856,PER
11,306.4182602938026,314.386363267483,PER
12,144.33021216139798,135.90470137697707,VER
13,200.64596142848131,183.06024668945508,VER
14,258.7111557279588,248.75487559057643,VER
15,201.42266805899754,197.5363489246978,VER
16,225.1147702491398,207.93449721210334,VER
17,219.9262111801242,207.46790135663517,VER
18,248.28767850827066,242.0316661587318,VER
19,279.67968067878786,277.76743278814814,VER
20,297.4755042016807,291.28186271372545,VER
21,265.41593109311,256.4058289248887,VER
22,225.27853513871634,214.54619949272316,VER
23,209.17384272737903,201.62867589702682,VER
24,266.1439116620385,260.7251612639599,VER
25,282.26874879999997,,VER
