Minisector,VER,RUS,Fastest
0,290.1416901457385,290.2706583970441,RUS
1,298.2397934125913,301.2601040281437,RUS
2,301.63657413333334,304.2790849673203,RUS
3,299.60027732848494,300.88038352791784,RUS
4,165.1944414646563,168.79118912419332,RUS
5,212.2003201218059,206.6347791139336,VER
6,239.23838095450506,235.29532126823793,VER
7,266.756499656268,265.2911517141354,VER
8,243.28477126271767,250.68361293762518,RUS
9,157.52861612871328,159.52494523656085,RUS
10,220.49547801172892,221.90852330588888,RUS
11,130.20214364375803,123.29342497331731,VER
12,224.13955394318842,224.2131897203326,RUS
13,179.00831994799307,173.80218813885168,VER
14,212.0019142250038,207.05161255411255,VER
15,243.63555318883874,242.93651120966004,VER
16,261.573338237927,263.47779040404043,RUS
17,286.25344031686274,289.0611301431762,RUS
18,150.29696284379747,154.7338321515308,RUS
19,160.9003855833214,161.5872531371604,RUS
20,136.37673928652393,131.25479328946608,VER
21,226.95010581712233,224.97316436984366,VER
22,262.1177084248889,266.2672220658313,RUS
23,252.68458225406658,253.82094856447495,RUS
24,275.2927664740741,273.8349927849928,VER
25,285.24250048,285.15250047999996,VER
