Minisector,VER,SAI,Fastest
0,301.86485672619045,311.0082084853333,SAI
1,203.68587468268052,214.78427309922077,SAI
2,145.26661424664024,145.186055443205,VER
3,218.92640176895966,220.02056800846563,SAI
4,159.2241354084131,169.1017150951724,SAI
5,169.88545945400887,175.1275044416277,SAI
6,248.32291259746134,251.95155212388082,SAI
7,274.5240719611578,278.55030120421054,SAI
8,282.838051119978,288.2587817429692,SAI
9,247.9310658420168,260.3975611629082,SAI
10,239.37315531466223,238.34347853101684,VER
11,227.0918782256854,242.01586504751518,SAI
12,202.33964870451265,199.3123434341304,VER
13,134.1391453158645,133.37482170815653,VER
14,137.01809818584647,131.2097363242328,VER
15,179.9981158142119,177.54991557923995,VER
16,244.8184874311111,255.15973034218484,SAI
17,238.72222618412698,247.36842188510212,SAI
18,118.01057768635366,114.97529146105701,VER
19,195.49586910075763,205.80417296635773,SAI
20,195.914558875916,196.71053004918815,SAI
21,234.0852595128553,240.13382043001445,SAI
22,261.76918944679005,275.58004273389355,SAI
23,281.3177949991342,298.0503296551634,SAI
24,295.0397960043862,315.3716240343158,SAI
