Minisector,VER,RIC,Fastest
0,287.55898862688167,282.29629777777774,VER
1,136.22619047619048,129.621403562477,VER
2,154.25634251009134,167.62634856208163,RIC
3,227.54761904761904,219.96884977777776,VER
4,165.5977281742789,170.99098737535755,RIC
5,242.13492063492063,247.13447941121777,RIC
6,233.58761454469936,209.46266984330094,VER
7,139.60859935302275,142.2842967973361,RIC
8,232.62965417543438,238.6466999089329,RIC
9,275.83796296296293,277.1674017434174,RIC
10,286.5432287333333,278.2911472,VER
11,154.506451372043,146.74455863988547,VER
12,218.56592281904764,224.83676631382397,RIC
13,269.4953288216002,271.417120718547,RIC
14,272.3106481185185,261.1409732740741,VER
15,105.75473108171099,104.61204123698535,VER
16,219.47712355680025,226.34126907991907,RIC
17,271.8666666666667,275.533192156236,RIC
18,293.9236978,294.9362351809524,RIC
19,305.0947619352381,304.97099838016965,VER
20,311.4547619047619,310.099000010898,VER
21,292.0203138666667,287.25609091764704,VER
22,159.33779735560267,159.45132890114945,RIC
23,237.44407887719296,241.19605327719296,RIC
24,278.61282798861015,281.29962505054635,RIC
25,290.3749984,,VER
