Minisector,VER,STR,Fastest
0,277.8210309039859,277.4108591586671,VER
1,302.4635560330328,307.09037680761907,STR
2,307.8116208923249,301.3835380027018,VER
3,124.34550909564148,118.77225514158731,VER
4,197.16143321387946,208.37964736388184,STR
5,256.512201989418,256.580104694026,STR
6,143.6802547980209,130.02270219588166,VER
7,201.21700630728608,203.11928027647446,STR
8,257.1665522906667,256.6203856934969,VER
9,278.38805668705584,275.07287984444446,VER
10,236.11319859327133,227.95791396363637,VER
11,176.21671662281838,171.05255528870376,VER
12,193.90516297863317,191.624664558472,VER
13,136.3672197103752,136.31878270518519,VER
14,172.26506983105472,173.16375578834877,STR
15,160.4022548397369,158.97695691586208,VER
16,215.74180537142857,220.01395478294467,STR
17,234.06964177724672,228.2656960453515,VER
18,241.43567464918956,241.7972629057668,STR
19,236.04362365737373,206.7130356020513,VER
20,146.62688647335037,151.37679581023897,STR
21,135.4794403151235,126.54396331223543,VER
22,172.08657231746034,166.1271004016813,VER
23,154.42178843531022,149.94532313590753,VER
24,225.95469763151516,229.1949501815873,STR
25,254.7857170285714,,VER
