Minisector,LEC,OCO,Fastest
0,233.03800858478797,232.92873604463855,LEC
1,279.63896845206347,282.28750026666665,OCO
2,294.74292553713383,299.5212227982587,OCO
3,301.1020348837876,304.93124995555553,OCO
4,264.6879172388283,262.266780828196,LEC
5,167.4081562528377,164.80800516589147,LEC
6,258.8790068383286,261.7479775746201,OCO
7,277.3514423794872,282.52147442051285,OCO
8,206.01832983731958,205.3473235449375,LEC
9,221.75839862763257,218.06119585280317,LEC
10,175.47305774143572,179.49614528,OCO
11,226.38839464696525,225.10199669563278,LEC
12,198.75359721104792,201.18518459259258,OCO
13,206.84861872941588,204.2849350448335,LEC
14,218.46422655127142,218.03666671935613,LEC
15,178.01858182007493,176.88267234285715,LEC
16,244.89939141579694,245.7457190694253,OCO
17,282.5420001462857,287.51744543296707,OCO
18,297.64802382240373,301.4521739594203,OCO
19,294.98416661333334,287.8867511794872,LEC
20,128.77986317819267,126.51986700951633,LEC
21,156.33055344459925,153.50995854707512,LEC
22,148.51735689907542,148.63100331601674,OCO
23,200.90336697904763,196.15333636727593,LEC
24,147.9740364703923,146.4803800645294,LEC
