Minisector,HAM,RIC,Fastest
0,297.72321401904765,297.68928604444443,HAM
1,251.70780921010507,245.5040835835883,HAM
2,199.12569345777777,201.7403957858785,RIC
3,265.06529328194597,265.22476008189625,RIC
4,220.76233883900227,233.33414588500884,RIC
5,122.58227500161655,117.93305319401291,HAM
6,183.5998063327731,178.52998909821372,HAM
7,257.29501633721935,257.2405807938511,HAM
8,289.1011435818198,288.29695540394687,HAM
9,303.24749994666666,301.9596091428571,HAM
10,308.1679820165951,305.4895677112782,HAM
11,235.51053011592083,227.12694272744525,HAM
12,148.14516385489677,149.5614180614612,RIC
13,257.07606660443054,254.6975939378882,HAM
14,290.29705075670995,288.24086610331614,HAM
15,299.4452380444444,298.15062723031843,HAM
16,293.0418019116883,291.7293651301587,HAM
17,257.52130736209523,253.99410910790496,HAM
18,188.58684762641255,183.56060593939392,HAM
19,189.05773612970918,181.26853490009748,HAM
20,182.9460814566042,181.5844145608851,HAM
21,251.10554744685712,242.6142545086984,HAM
22,131.56444247249615,126.08443442213556,HAM
23,200.70455595723124,201.71430034064517,RIC
24,276.54317944126984,277.32957214891775,RIC
