Minisector,HAM,PER,Fastest
0,252.2764499640252,249.08804757505538,HAM
1,290.3269870303974,286.4496881777778,HAM
2,185.38478874287924,173.63032283697478,HAM
3,159.52914864352164,161.2510479869633,PER
4,260.5974490557823,257.3222449487528,HAM
5,271.65946967272725,272.585161005759,PER
6,236.12799991466665,227.21671256263738,HAM
7,210.43072007567415,201.11723206641653,HAM
8,159.98677411877117,155.29266018748575,HAM
9,218.94504992168666,219.74437828500675,PER
10,272.44423558897245,273.19022115555555,PER
11,135.59558821753257,129.86522148895642,HAM
12,217.5510865280108,219.06913297384594,PER
13,278.2625,277.8727323356009,HAM
14,301.819366966083,298.59729193904764,HAM
15,311.5833333333333,308.4067575122601,HAM
16,243.87008281573497,221.07460926493764,HAM
17,130.55225643742477,129.843474586299,HAM
18,133.8816519284819,132.63750548344052,HAM
19,120.61461632341171,119.51592001273067,HAM
20,228.45427618688726,224.470667264,HAM
21,257.0848957333333,252.53237188929305,HAM
22,240.60149724070308,218.56913434074073,HAM
23,218.63837624616974,203.44898066816248,HAM
24,142.3959745739647,134.82492328766344,HAM
