Minisector,LEC,NOR,Fastest
0,263.4322802365915,269.0052538474163,NOR
1,278.842438330005,290.34576362666667,NOR
2,284.0041207851313,296.568245252845,NOR
3,135.02600406235544,124.89338688779196,LEC
4,187.70623632539363,191.33842751598092,NOR
5,251.92085026184128,252.2104095190807,NOR
6,139.43841607846284,134.981847836193,LEC
7,217.64575484952383,194.75631115200002,LEC
8,255.31718365579832,253.62032504755794,LEC
9,275.6696048617544,273.85681079634855,LEC
10,228.95377779402057,229.47091558956524,NOR
11,176.61188423506172,184.47770400881618,NOR
12,190.08567519006735,184.68774931820604,LEC
13,136.89634170683158,142.84651567596194,NOR
14,173.65543643260384,161.40881826402625,LEC
15,156.9004830996682,150.92568586672928,LEC
16,212.0465218634383,206.67321208357404,LEC
17,227.4888662349206,230.25028933355523,NOR
18,237.0043501159301,229.33082578498468,LEC
19,240.24048957540518,253.1811074673716,NOR
20,143.49662866010152,140.97746965186903,LEC
21,138.87122782561826,134.0839003021528,LEC
22,163.68599605255275,158.59822905583866,LEC
23,147.86212461067424,146.80362866378837,LEC
24,224.46521673015874,216.3327725809211,LEC
25,,246.52307593846155,NOR
