Minisector,HAM,LEC,Fastest
0,301.6355775344821,300.07112115980993,HAM
1,257.952850430279,255.04870790189997,HAM
2,203.4942081580194,208.32465320966776,LEC
3,269.39527286768856,270.94604991929276,LEC
4,234.22765346554934,237.69225140770902,LEC
5,122.27322626939697,118.50410388959139,HAM
6,186.1317506497318,179.31016402555193,HAM
7,261.773497836351,258.5522659646258,HAM
8,292.15516898888916,287.43139449982186,HAM
9,304.05847492936545,300.5576687470987,HAM
10,309.4159798971263,305.85984260059206,HAM
11,231.7201893884114,243.79264769202368,LEC
12,148.86884089316766,143.46429457560004,HAM
13,260.5629515234795,255.77880766546633,HAM
14,292.6658526671684,289.5433794132635,HAM
15,303.8573768670496,300.6444410076309,HAM
16,301.4398245726005,298.17036476215173,HAM
17,271.8103033280222,274.00289299880853,LEC
18,194.58404147367148,195.1667470470346,LEC
19,196.38725529399667,200.208339509576,LEC
20,190.26649674926836,185.42806571646094,HAM
21,255.85679088821158,256.86223058796367,LEC
22,131.44491525075134,134.6072551319464,LEC
23,196.66006110110044,187.5917846749848,HAM
24,278.0728177682267,275.92348137432214,HAM
25,292.6916672,292.5187504,HAM
