Minisector,VER,PIA,Fastest
0,293.1554306769748,294.50059119238097,PIA
1,300.2954629807407,300.8542238857143,PIA
2,217.80279537888197,218.42486077660135,PIA
3,140.58670430603175,142.43116125300682,PIA
4,214.8626287777778,219.8044772129443,PIA
5,164.15609796195153,164.22795477121693,PIA
6,168.50884807874704,169.8363388163041,PIA
7,253.25606014075186,250.37842118736842,VER
8,278.32180117542464,277.32213215596636,VER
9,287.3996862005195,285.64643786039215,VER
10,270.87328096,264.5476601541736,VER
11,251.7782818159615,236.5718618783151,VER
12,243.78164631111113,240.05257543090318,VER
13,218.3725450506718,208.16335243384515,VER
14,134.54785913898638,133.92553077925925,VER
15,143.10414373919414,142.82030160813133,VER
16,176.03985003914275,166.7906474962963,VER
17,244.86257587831153,246.41532301497526,PIA
18,246.41849301866668,255.17240441584076,PIA
19,117.16545219578514,117.20634217550386,PIA
20,190.73598459733333,184.70034049185185,VER
21,200.36983638742018,201.96512240027525,PIA
22,235.8077233062857,227.09040360743762,VER
23,262.3475900757086,260.92770495938424,VER
24,281.17166454290594,281.1677444883958,VER
25,289.8,289.7053568,VER
