Minisector,LEC,HAM,Fastest
0,117.09436384594466,188.549780322807,HAM
1,146.60018370460494,236.05211507591838,HAM
2,166.17480401269842,268.77283476923077,HAM
3,106.0529579,288.46006844444446,HAM
4,144.34096543914265,299.95362482424247,HAM
5,195.3457164393851,307.7147021180952,HAM
6,153.95975569909567,232.46584213333333,HAM
7,140.83906153333334,149.6432959536232,HAM
8,143.8127265485781,217.19055274666667,HAM
9,144.18509663218737,260.1941384895239,HAM
10,182.5625706015319,282.23425192727274,HAM
11,152.4552532306218,295.8067300923077,HAM
12,148.3749981217391,302.3162875151515,HAM
13,184.42648965498842,301.01810530793654,HAM
14,201.70889700947086,281.8816834863566,HAM
15,155.6184806995671,101.92973061736696,LEC
16,118.64945369011305,138.85897163786265,HAM
17,94.4375598737661,230.13645573333335,HAM
18,112.47154094812304,264.8589810008658,HAM
19,121.63846462528736,284.1028836923077,HAM
20,141.21260877523284,295.6006263487937,HAM
21,197.59208488515404,296.4068194909091,HAM
22,153.81595135934433,178.44000696,HAM
23,172.73148311289793,120.66269597315276,LEC
24,220.271092,207.35091725490196,LEC
25,,251.680768,HAM
26,,255.16513902585032,HAM
27,,187.65150722903877,HAM
28,,182.65735127843138,HAM
29,,237.04069354666666,HAM
30,,216.35864075234605,HAM
31,,223.4264861714286,HAM
32,,256.26904670476193,HAM
33,,276.1388882666667,HAM
34,,290.11168051824274,HAM
35,,294.3403069214241,HAM
36,,286.3208360888889,HAM
37,,232.2930561422222,HAM
38,,240.26374933333332,HAM
