Minisector,HAM,OCO,Fastest
0,199.80510922948852,122.18768511474157,HAM
1,263.474217,140.73046058566553,HAM
2,292.63749902222224,149.03449234693474,HAM
3,306.3312300342857,142.04597128962644,HAM
4,176.1361153777778,178.92336466582285,OCO
5,211.61325452358452,147.28229657937766,HAM
6,272.16232184019583,144.29040754949182,HAM
7,296.1824554666667,141.42536476584846,HAM
8,301.96523104089636,141.14940948800728,HAM
9,230.68104931778146,174.453869475878,HAM
10,109.25743775226466,157.393452025034,OCO
11,238.16187537316017,94.90084025377932,HAM
12,281.17938487017545,131.4106748860879,HAM
13,296.31870455845507,130.06156373088643,HAM
14,183.55503428045975,185.61007528187835,OCO
15,150.97166813167024,129.44785764148065,HAM
16,250.1158718984127,,HAM
17,214.64515061462725,,HAM
18,190.51594412307693,,HAM
19,228.51323857735625,,HAM
20,228.55473333333336,,HAM
21,270.2091658133333,,HAM
22,291.85067604209775,,HAM
23,286.3620388740741,,HAM
24,234.93194453333334,,HAM
