Minisector,RUS,LEC,Fastest
0,313.19795382671384,309.1506588966396,RUS
1,185.90813894954823,198.61513151454395,LEC
2,113.32973297478726,112.04806190354908,RUS
3,196.34892372156108,193.16068855070478,RUS
4,255.76882226748586,250.788596926391,RUS
5,287.6775520950051,282.6145709950327,RUS
6,304.42838538095236,299.60979181666664,RUS
7,230.21673746919916,231.8309401790375,LEC
8,143.33029356611337,145.68223113382314,LEC
9,231.27135765386802,231.91403893890384,LEC
10,271.6127248082088,269.1204676180471,RUS
11,224.29164696899826,225.84454436350154,LEC
12,170.91540649548492,174.566462378829,LEC
13,106.70171896084656,101.83532964119755,RUS
14,106.75429270553167,107.93951120434487,LEC
15,139.14595054607472,136.88970386278717,RUS
16,112.96383411255519,116.65137393944067,LEC
17,211.56171949482922,207.86737154619354,RUS
18,150.106114709963,146.05982184207792,RUS
19,144.72666630417578,151.07987455404486,LEC
20,244.34979069494952,242.2430242979894,RUS
21,276.4421293925926,274.0904897142857,RUS
22,295.0936612935245,292.5159168106667,RUS
23,306.312666432,302.15851010456566,RUS
24,312.4584490962963,307.1248048,RUS
25,,308.7812504,LEC
