Minisector,LEC,GAS,Fastest
0,259.64464706097186,250.77221904598932,LEC
1,120.99345982749018,116.20985203554994,LEC
2,258.5632149217535,260.3638648455214,GAS
3,300.7375290096649,304.9894051558045,GAS
4,301.7943303284656,307.9706000975025,GAS
5,315.6281104594709,319.0229972936574,GAS
6,330.0165585531539,332.5294487812358,GAS
7,332.96300240002887,336.05050852034896,GAS
8,191.34642802850087,178.664431911549,LEC
9,184.98445415569267,173.49589268791289,LEC
10,185.32469288491504,176.2454610078579,LEC
11,173.66270044123016,160.05557413036135,LEC
12,253.55509750631194,243.00425324675325,LEC
13,272.00440652022485,258.300587012987,LEC
14,272.4850092728516,265.26423807746033,LEC
15,274.16254889260506,272.43720164609056,LEC
16,176.3475697356698,162.9965026585254,LEC
17,183.38213776648374,176.0271914617332,LEC
18,230.33905774671055,221.10878688398248,LEC
19,278.29776843302835,278.5219766009102,GAS
20,299.1208072945314,300.7941593857567,GAS
21,303.53842536173164,309.5516,GAS
22,303.8108288843956,307.97058861542666,GAS
23,259.6598468024454,267.5302736549165,GAS
24,111.41089467153606,109.49652528251038,LEC
25,224.12000256,218.33809554285713,LEC
