Minisector,VER,SAI,Fastest
0,290.31069288018887,309.56520783999997,SAI
1,299.86979173333333,325.7929809797013,SAI
2,302.77361114074074,336.31851350059657,SAI
3,290.418319648128,327.82754755555555,SAI
4,169.18884743529412,160.64274431958077,VER
5,213.75527796187913,205.81914510710132,VER
6,236.77428108571428,233.56583330133333,VER
7,264.3414927439844,267.26963753342767,SAI
8,251.0856788858497,256.7953560231579,SAI
9,167.38502137551873,164.8354168467865,VER
10,226.9818852251062,228.78348793489036,SAI
11,138.44677172081532,133.96007142271938,VER
12,228.60716733866667,233.09438095238096,SAI
13,198.09186935592354,185.53716718320376,VER
14,215.8737665185185,220.92584329337075,SAI
15,235.61294023857388,244.5753669063321,SAI
16,259.358323543688,264.8547281868532,SAI
17,279.6847222349206,287.77916666666664,SAI
18,130.17932136581254,122.75818283718225,VER
19,164.0348945507796,158.79443758605058,VER
20,150.6002849367125,149.51225203337577,VER
21,165.36862191168746,153.6359181341008,VER
22,118.49740470153156,116.95676768762381,VER
23,228.8026197942857,230.81013406194714,SAI
24,269.31178340460474,271.6903971283159,SAI
