Minisector,VER,PER,Fastest
0,291.0999117810278,288.82853308071583,VER
1,300.9358928533333,298.4291073142857,VER
2,305.2087718736842,304.0013157614035,VER
3,307.33450781860483,304.4677628631579,VER
4,189.34345356039913,186.168700079291,VER
5,224.9692073142857,215.18218406672534,VER
6,253.47087792338354,237.50316706133333,VER
7,272.65062333242633,265.5432805437317,VER
8,268.06008160360386,266.619008984853,VER
9,177.2413692414566,173.80569236539327,VER
10,239.77348738337233,235.359676382287,VER
11,143.64731474657376,137.46711516099506,VER
12,232.44103934688073,229.27142748799918,VER
13,202.10716335238095,205.19637861718948,PER
14,227.4622713903916,219.8184168605818,VER
15,259.0855071536232,250.7146223436853,VER
16,270.9980438784581,265.25514614507495,VER
17,286.71239104961137,284.8651417591446,VER
18,170.87389597605443,174.51797878113325,PER
19,176.1535261188551,170.28878664113535,VER
20,151.11058453004568,149.87356527971056,VER
21,178.31489907070707,176.19009748414692,VER
22,120.49017599724503,121.43119791846837,PER
23,224.9999714016117,223.9222043629201,VER
24,272.12803221768706,270.18290336307564,VER
25,284.6749994666667,282.7749984,VER
