Minisector,VER,HUL,Fastest
0,253.6629344033184,254.53630235667583,HUL
1,224.275811776358,209.12735745952702,VER
2,209.13605977160802,204.22479793323024,VER
3,257.10511623245657,260.42943606530616,HUL
4,270.6061069316797,269.09713084803593,VER
5,288.80750651259257,292.263639729432,HUL
6,159.48899791494955,158.60227254478403,VER
7,177.44743430742164,179.8899258877787,HUL
8,264.9259274971429,270.9505794387145,HUL
9,295.6276022494661,306.90467868872184,HUL
10,306.67174377601367,324.48632285819065,HUL
11,305.9098780270384,326.6347294345999,HUL
12,115.09023322201494,116.55330510861909,HUL
13,174.9034001300559,186.56042528654086,HUL
14,267.1071373532721,269.60729380894384,HUL
15,294.95001882364596,295.6064937090159,HUL
16,300.01666731789476,305.39084567141884,HUL
17,190.84757089007806,188.37868816650078,VER
18,223.8071284181598,220.43980848466373,VER
19,269.92106144632345,267.6970780777058,VER
20,151.89883064082923,154.38247417487742,HUL
21,143.53251551092907,147.6242595107491,HUL
22,213.8768857686075,220.0014215134955,HUL
23,237.95740760408006,246.21406633418985,HUL
24,157.82713304517137,155.71002032144585,VER
25,223.8499968,221.71530424832554,VER
