Minisector,HAM,RIC,Fastest
0,296.65366444862497,307.482579754946,RIC
1,254.81800437040204,232.31435062003712,HAM
2,199.2708998816214,187.48090804722955,HAM
3,262.12266522714276,260.7837901598797,HAM
4,215.85846254283925,215.16136909593632,HAM
5,113.19934449862227,106.54529611170781,HAM
6,171.4009458236428,171.90514213230827,RIC
7,252.35437535089685,253.69165606040792,RIC
8,288.08952374548295,291.69219449034017,RIC
9,303.7181576400287,316.3316251151515,RIC
10,306.273170137971,325.3626165129149,RIC
11,229.14771911999998,205.5174193677037,HAM
12,139.7784564082891,141.72699914412766,RIC
13,250.76737855981628,253.73616532169746,RIC
14,287.50203608029557,290.87000777142856,RIC
15,299.4368952332468,302.5479373902065,RIC
16,297.604844354632,298.9962778970826,RIC
17,256.3080137948718,242.10316907869733,HAM
18,178.59526814326264,169.31908926883625,HAM
19,175.65265822710677,165.8195547816104,HAM
20,175.04623673568628,183.36891709213603,RIC
21,241.6868390284815,235.27159230769232,HAM
22,121.75700086197678,109.37237063659727,HAM
23,190.5973748514671,207.8007936738889,RIC
24,275.336279454359,284.0072252226599,RIC
