Minisector,SAI,STR,Fastest
0,250.9516148485501,244.19843092994748,SAI
1,207.04934445471136,206.69857179428573,SAI
2,198.63551276549333,201.410870133398,STR
3,249.08329735937323,254.28635418417502,STR
4,265.0445333426526,270.36901152506124,STR
5,287.06565143544356,277.20364908985505,SAI
6,163.8537723810461,160.8770145602822,SAI
7,185.1963898755799,173.6986421539718,SAI
8,268.734839552312,262.0277201477887,SAI
9,302.6561443490052,288.40406277253106,SAI
10,320.9136929179804,297.2933248076927,SAI
11,324.31653324907563,292.8728653174641,SAI
12,116.43038211823904,115.82050799379756,SAI
13,178.46361446446613,184.87365277592033,STR
14,266.59939486078673,263.33582115978726,SAI
15,292.8915095690236,290.4827989897143,SAI
16,300.92425600971956,292.30250596737153,SAI
17,180.04903805322417,182.00886018862914,STR
18,220.55133895882366,213.1048698794942,SAI
19,266.66829633411015,260.51493094603177,SAI
20,150.76394499118337,155.9782615935924,STR
21,140.38599646684105,138.68862646684872,SAI
22,212.756489170282,215.3927455874032,STR
23,227.47503359945233,225.64547250902805,SAI
24,156.00118630726587,148.61723800312407,SAI
25,220.83333333333334,217.0,SAI
