Minisector,VER,GAS,Fastest
0,295.6469376690346,291.2733530997486,VER
1,294.34543497751827,291.3687514,VER
2,163.3683627802696,155.43733067254672,VER
3,231.61299658510347,228.98408373116027,VER
4,285.3041881117747,282.6272381632078,VER
5,310.89285714285717,306.3476893318778,VER
6,315.4478175085714,316.3771175069232,GAS
7,153.44937051233617,150.9514983294318,VER
8,139.5736872338697,139.07944941717463,VER
9,255.37229185969153,249.79557706454793,VER
10,294.7923038701586,282.1341968239217,VER
11,303.8966836353742,288.0756609821342,VER
12,144.3600900478518,141.77606585630244,VER
13,200.27284715135087,200.8574843074707,GAS
14,252.42915867509112,251.3040265805832,VER
15,205.65380179199022,200.08527218587108,VER
16,224.10958825578683,221.53752204467526,VER
17,214.69877245193706,215.08047242801712,GAS
18,247.31364423701203,248.0913882596297,GAS
19,279.14446917176855,276.8324254963461,VER
20,294.2133673403535,292.7210565428571,VER
21,262.16638193331664,253.69559822756295,VER
22,227.6765764259149,221.1282758662389,VER
23,217.24213655084196,207.86145617676536,VER
24,269.21352089678385,263.6331957145758,VER
25,284.55000106666665,279.91044709586373,VER
