Minisector,HAM,HUL,Fastest
0,275.7570482206852,277.2879976612199,HUL
1,291.47649379343795,295.79495222383616,HUL
2,289.5869977613353,287.46277803495536,HAM
3,200.42761005473656,173.58018159245685,HAM
4,131.84607185682765,132.22859807612173,HUL
5,242.8391574626024,246.74445332076976,HUL
6,283.3177982257771,292.15694028013513,HUL
7,297.7530147189888,292.0070358683039,HAM
8,191.60539879293916,168.5032549971629,HAM
9,154.678439457826,145.69684284524286,HAM
10,253.3453940756525,255.7642619986543,HUL
11,284.1363957850996,289.3744029592057,HUL
12,293.79522040906016,291.3161320402134,HAM
13,289.3115778381171,279.59087985955335,HAM
14,298.48105571751,301.4414625995043,HUL
15,296.5244402797999,298.2342285673219,HUL
16,266.60563457623897,232.95364753259227,HAM
17,243.75720691116356,222.93694382059132,HAM
18,284.0318364916553,290.07923551029273,HUL
19,301.4573627087106,321.37635932136135,HUL
20,307.61260252366435,325.97392160172376,HUL
21,249.2253937188489,222.0095557934204,HAM
22,265.55238803849306,253.00212019133312,HAM
23,147.9425511958809,139.07202655847763,HAM
24,223.06924612322976,224.70068717826967,HUL
