Minisector,HAM,GAS,Fastest
0,270.7791505010085,269.77554606065047,HAM
1,289.3586473229377,287.4726323610251,HAM
2,294.15125997040525,293.8637782200206,HAM
3,134.63178818938684,128.53813146734652,HAM
4,202.04158468444658,198.47675390210637,HAM
5,260.64994690115634,259.44047269423663,HAM
6,146.6791016457607,142.51607138458715,HAM
7,209.26195826123967,208.07780132378474,HAM
8,263.21804968884254,260.0709896128302,HAM
9,283.6279548542695,282.12226880000003,HAM
10,244.3388906335787,229.38778881337572,HAM
11,184.87451346358102,172.07125421245598,HAM
12,192.34305310041313,191.6085061824457,HAM
13,151.2487052064689,145.00483448270668,HAM
14,185.7193501754743,175.4812642489913,HAM
15,170.30325861635382,159.33094608974713,HAM
16,218.7857806792328,218.28457822053414,HAM
17,239.2446180746705,228.45525263935104,HAM
18,240.33653056464496,234.1765400484992,HAM
19,249.49932490230842,236.55137474281597,HAM
20,152.018018296306,146.43772812999381,HAM
21,139.4830329528325,136.52113834981606,HAM
22,172.75503863396676,169.41939202743364,HAM
23,155.85450333740317,150.00423474659297,HAM
24,233.47513589285796,230.40633734716596,HAM
