Minisector,VER,PER,Fastest
0,259.9925980052481,260.94605365567963,PER
1,134.75549646380196,133.31294380422386,VER
2,264.36411456809213,267.4036656370755,PER
3,306.3925345587302,307.81217756825396,PER
4,303.8758887964444,306.4050000213333,PER
5,312.03592575303577,312.4574398218106,PER
6,318.06739130434784,315.24385881496,VER
7,318.2992452967903,311.10139962004365,VER
8,202.4513566701145,194.76340290062993,VER
9,205.5089937788043,202.38002244766236,VER
10,186.56521953021704,177.31020742586483,VER
11,168.2108853122565,164.9982869282115,VER
12,256.7351997057471,256.3060263495241,VER
13,280.46733735430996,283.5182957390713,PER
14,282.96570465641025,278.21480039553444,VER
15,280.7514835223635,271.2842258377176,VER
16,186.72644853296592,183.57479376984446,VER
17,194.02489396434677,190.96719028917335,VER
18,243.70345626434727,244.76221248735632,PER
19,289.6060891076923,290.82793551480876,PER
20,311.42518089275364,312.50070230913144,PER
21,319.1300594793651,319.51444358029335,PER
22,318.7174106095238,318.6529266666667,VER
23,256.66480345440675,254.7411276297489,VER
24,118.03915745324035,117.18024400742894,VER
