Minisector,BOT,OCO,Fastest
0,257.1761153393985,257.09007261176424,BOT
1,208.75966913015873,205.868289015873,BOT
2,223.35534905603095,216.5300845596457,BOT
3,261.87216095140417,254.48505438256356,BOT
4,275.51923714194345,273.66000041813334,BOT
5,216.01151598571428,218.1491584251768,OCO
6,98.72505571417643,94.00908797981867,BOT
7,182.63770858025393,181.5942838270026,BOT
8,268.1969547897436,267.9126049423616,BOT
9,289.66397407241163,290.8970488,OCO
10,298.3286457777778,300.1189353438228,OCO
11,293.63212435033034,300.28387626666665,OCO
12,113.59869707491023,110.76177790991935,BOT
13,216.56878602380954,212.95688739714836,BOT
14,276.6121187230476,275.1274043076923,BOT
15,293.51689949151137,297.37027611775653,OCO
16,215.21673520612615,223.82217520860215,OCO
17,126.51872246834915,121.23144620554226,BOT
18,152.6045854095238,151.4192916369698,BOT
19,252.17579777593141,252.9439107106227,OCO
20,157.44232600799424,160.8561834714074,OCO
21,131.22720826862306,127.29032993727294,BOT
22,206.94157813290562,196.1638847041776,BOT
23,208.07999826673932,203.05288885102453,BOT
24,169.21839404227643,163.763000540697,BOT
25,,228.93749866666667,OCO
