Minisector,VER,NOR,Fastest
0,332.36087096942356,322.4640592253968,VER
1,337.8958333192982,329.72337973333333,VER
2,339.04999999999995,328.9749998814815,VER
3,169.6179965530889,170.72239925571935,NOR
4,135.53281744253968,135.72807055012345,NOR
5,268.13019328003185,271.3157817909307,NOR
6,299.9475,301.9206181869151,NOR
7,307.7342292128621,307.3125,VER
8,256.7234375,258.49109651800825,NOR
9,152.54419081948745,150.5005588288984,VER
10,221.2195533202143,216.05379551678266,VER
11,231.05826374790675,223.625397621164,VER
12,199.75151728456356,197.01542054492916,VER
13,274.01349187936506,277.0343177076605,NOR
14,308.4789792074317,309.9614884114286,NOR
15,319.94342108070174,316.54120716190477,VER
16,258.46274786031745,239.24024507545786,VER
17,215.71498454273177,217.5897873515651,NOR
18,277.7324458020994,282.2804661748918,NOR
19,309.5158534806326,312.69690512,NOR
20,323.4682016481203,323.52935462656643,NOR
21,298.60492421818185,282.24655610434786,VER
22,218.7811111271201,207.73057565976373,VER
23,271.4540904212873,276.25000055652174,NOR
24,306.2464226843079,309.6218813409174,NOR
25,316.4166656,,VER
