Minisector,HAM,LEC,Fastest
0,308.1054884557983,321.8195388016133,LEC
1,211.22965782905337,221.72922465190084,LEC
2,131.70881612032957,133.69624667870195,LEC
3,219.10619518350376,217.58476807064935,HAM
4,262.30788734730163,262.5077793643932,LEC
5,287.7420220168034,292.754895056201,LEC
6,301.4067540239776,311.50829569357575,LEC
7,265.82107477027114,274.2069015594987,LEC
8,171.68239454238469,161.77081539819795,HAM
9,239.81185499063608,238.64852592429835,HAM
10,273.4889388165079,273.3450472358399,HAM
11,256.17519223498664,252.5161198240363,HAM
12,206.18846300727344,192.32422850862648,HAM
13,121.21948811668932,114.675891954967,HAM
14,125.87781773671365,120.17624303752177,HAM
15,153.31381920444565,145.77470383612254,HAM
16,125.48418250618198,133.83842966870262,LEC
17,230.05454060578987,235.91812450913955,LEC
18,172.24654585084247,167.01589051028813,HAM
19,161.25800541251766,168.68883699739885,LEC
20,241.51604694703383,246.7744899998938,LEC
21,272.9855437478059,276.53373924726156,LEC
22,291.53450688291815,298.6274219329293,LEC
23,301.4016070120635,315.88986122666665,LEC
24,306.20836043359304,326.63845682315593,LEC
