Minisector,VER,NOR,Fastest
0,291.2260420266667,290.6380358552381,VER
1,304.77745104313726,297.64702360560227,VER
2,183.45938686701328,165.39411626666669,VER
3,226.69010484444445,217.93469534943802,VER
4,274.47421447271716,273.72312544,VER
5,292.2787282526316,293.17999343068783,NOR
6,299.7907408,295.83032397037033,VER
7,202.27392334038538,185.50902595555556,VER
8,125.23999189900331,119.33203778370371,VER
9,249.0924606984127,248.97392324353743,VER
10,284.941009122807,285.97278829072684,NOR
11,302.1543859649123,296.9657406814815,VER
12,160.25371482597401,151.09285264035793,VER
13,192.2826447564626,185.26473337142858,VER
14,258.99333942131517,255.2108674330381,VER
15,217.30849928533334,205.19047554708996,VER
16,227.02807966497895,220.35683362133332,VER
17,221.95190915555554,216.4525375633271,VER
18,244.87959913584262,246.2087022730159,NOR
19,277.3180140992481,276.21772063391217,VER
20,295.9685186962963,292.6633772912281,VER
21,273.7915589561059,267.06023745523805,VER
22,235.7531050600414,226.14518618935423,VER
23,214.09608528058607,201.19784875604395,VER
24,270.89904083959175,264.45360105568346,VER
