Minisector,VER,STR,Fastest
0,292.2906127032181,290.46477019083926,VER
1,301.68642401735934,298.74204541090904,VER
2,306.21821425142855,303.4564979326984,VER
3,307.1267970509804,295.1833035009702,VER
4,176.01992609381347,159.91549311731137,VER
5,211.74085115566595,208.62309530257863,VER
6,242.69555784281573,236.63583284977776,VER
7,267.77923237028614,262.24208301087947,VER
8,256.61514146742854,247.25906100538037,VER
9,164.54775483965372,157.21354401391758,VER
10,229.165047265526,225.6586923902208,VER
11,129.61305489924825,125.34250874173267,VER
12,229.62730079346585,222.33829015110842,VER
13,185.49525954551729,171.9488735162593,VER
14,213.26990956906738,214.51319758527288,STR
15,247.7983910745298,238.0077886002886,VER
16,265.208204184127,258.6229023670387,VER
17,287.98586781795416,281.26463583386317,VER
18,158.90663209332425,151.88283753882757,VER
19,166.61143064689185,157.55471262210116,VER
20,139.515669376951,137.52540718526376,VER
21,224.0290949381829,223.03297607042717,VER
22,263.3438202756302,260.3909128281934,VER
23,258.86214291777213,249.7071884920635,VER
24,277.208463389899,271.55412110094585,VER
25,,283.9041664,STR
