Minisector,HAM,BOT,Fastest
0,291.13088402341856,291.3609997226667,BOT
1,301.0930643279503,300.7413221082318,HAM
2,275.3403730804799,274.011501824,HAM
3,116.39511041312467,118.94559825268684,BOT
4,228.1167091115613,235.40552413699172,BOT
5,272.09077165936293,273.3474203746032,BOT
6,219.39770962380953,204.5639742803935,HAM
7,175.17917701278245,179.15329717037037,BOT
8,209.23914104242425,213.2806977486748,BOT
9,217.9268068580979,225.14925110044445,BOT
10,120.24437897207484,120.86249206691244,BOT
11,229.80277735111113,230.8289697405571,BOT
12,121.90216956276115,122.30221900317781,BOT
13,229.66353073529797,233.40445300229882,BOT
14,274.125166976,272.5629659385162,HAM
15,218.2051564263677,209.76793082828283,HAM
16,210.9211508,210.30229310085645,HAM
17,253.81244881783243,252.21762802051282,HAM
18,207.08610922020202,195.1809037037037,HAM
19,199.2680731706898,197.8493868862745,HAM
20,267.49573883733336,266.29980910933335,HAM
21,287.1385868985507,284.12743075555557,HAM
22,172.98317359942627,159.4686331044043,HAM
23,222.18158006121834,229.53171402844174,BOT
24,274.7913414843197,275.79191445714287,BOT
25,285.72636810217574,,HAM
