Minisector,HAM,PER,Fastest
0,232.04186661245154,230.62046782495003,HAM
1,281.2855932110255,283.0313329913834,PER
2,295.38624056074474,299.3041159162772,PER
3,302.50407716130707,306.61304782803165,PER
4,277.8005062885794,275.1183394041562,HAM
5,174.54457065078898,164.94318482799517,HAM
6,262.62678239461695,259.5292810053604,HAM
7,278.41908932931705,279.4973365715933,PER
8,224.78829994395673,210.99143421959963,HAM
9,221.67810273908657,218.21656009755253,HAM
10,193.71973441112002,181.42990237499913,HAM
11,228.27944053674523,225.4962340275169,HAM
12,213.4175949349278,200.48449966827894,HAM
13,223.369713972983,211.45228620863472,HAM
14,224.64014771213706,220.21004292562708,HAM
15,187.42328840589832,177.51214903867236,HAM
16,247.64884646891662,244.1738805342488,HAM
17,284.8424519907042,286.8677173405867,PER
18,296.34466210443435,300.32215145823767,PER
19,287.08811714326015,286.8371428431608,HAM
20,137.79162501304373,131.37053733096536,HAM
21,168.6495385750066,168.24703847654152,HAM
22,153.06353750405137,149.07319792499595,HAM
23,210.28789848640062,202.91581068255962,HAM
24,150.6893287676846,148.05091500725308,HAM
25,185.6,,HAM
