Minisector,HAM,SAI,Fastest
0,267.552176008582,260.659916939346,HAM
1,133.46762505749794,127.14849104761905,HAM
2,194.8335422574027,193.06386710275288,HAM
3,246.30176860438752,243.6365042925514,HAM
4,261.7596148395604,253.71279354048883,HAM
5,176.46139963506985,173.92778925599137,HAM
6,145.1617850255805,142.5532384792381,HAM
7,183.02818244376468,173.22334779649302,HAM
8,100.7812796862845,98.18698563385846,HAM
9,74.7632130385619,73.82885614596708,HAM
10,96.21234205631706,93.31158215856361,HAM
11,176.99671641160245,177.33188852023332,SAI
12,243.12269499082984,244.71029643827538,SAI
13,269.50960570843296,267.45897403076924,HAM
14,281.0648749631285,277.9863094857143,HAM
15,114.54662901534178,112.28391402331077,HAM
16,139.35563747064455,135.74173160205675,HAM
17,183.0023015402533,184.80546930974782,SAI
18,188.90992188021673,189.7526383244675,SAI
19,207.17037030426462,201.45304226083948,HAM
20,129.4069919798756,126.84132747741484,HAM
21,111.86626946771993,112.68956195506665,SAI
22,90.60623087471161,90.1207840283605,HAM
23,190.3299661168619,194.2320905626048,SAI
24,249.00944334222223,250.28396396799465,SAI
