Minisector,VER,GAS,Fastest
0,279.27763311596635,267.272000048,VER
1,123.32997996385778,112.99906172538886,VER
2,156.63347438279445,164.62972991456706,GAS
3,218.5940937254155,202.77907487604938,VER
4,162.6726977464263,159.28851298270686,VER
5,240.34179397447338,238.60930492197429,VER
6,212.3210207483857,176.5930644196523,VER
7,132.18619168218402,139.39197745391556,GAS
8,230.3340799806579,238.83393406502924,GAS
9,274.3880851806862,275.6623975720598,GAS
10,286.4541692212885,259.96743008314434,VER
11,155.89710377638264,146.81836681126742,VER
12,226.17445644676332,235.02063668363635,GAS
13,271.4897368421053,276.3207000227449,GAS
14,268.46940962735965,224.57147105913936,VER
15,105.23394824750694,102.09389255263035,VER
16,219.65851337948988,228.16375121128596,GAS
17,269.29851540616244,274.62572338539826,GAS
18,290.120122905098,291.0738965283083,GAS
19,298.28446722523705,299.8178103608392,GAS
20,304.2518674136321,304.7657815851806,GAS
21,293.474345194794,222.18516666666665,VER
22,158.18509878334694,159.55237543634846,GAS
23,236.73399444426923,243.82287225981003,GAS
24,275.1418174213075,275.3398611555555,GAS
25,283.38,,VER
