Minisector,HAM,PER,Fastest
0,301.1869938533333,299.3724206222222,HAM
1,303.43859649122805,302.32648689301357,HAM
2,299.49379398130736,296.2320802005013,HAM
3,236.45200166400002,220.38333333333335,HAM
4,223.9959033809653,222.4040688788726,HAM
5,123.58149231504831,116.01306200072094,HAM
6,231.79453965048302,226.06105764102566,HAM
7,270.33710228752835,267.55158730158735,HAM
8,219.7332641213194,224.60416689230772,PER
9,121.74790373678393,124.06691856452726,PER
10,241.94776253047652,242.0472221777778,PER
11,253.67898731594204,237.8532458740057,HAM
12,137.78767380027801,136.36434108527132,HAM
13,224.4291383235385,218.5421096980406,HAM
14,269.5859099835299,266.7083332848485,HAM
15,230.2324092830476,217.34336236529236,HAM
16,177.81084152816183,168.34240169411765,HAM
17,246.71177470144926,238.95929657538133,HAM
18,127.71167555749466,122.89572623072843,HAM
19,152.6386240621715,146.12805510348406,HAM
20,209.0783177140756,201.33823622320818,HAM
21,258.89166519641566,255.34342647784678,HAM
22,275.5471128304762,273.1373015873016,HAM
23,285.92122966349206,282.08841118840724,HAM
24,295.73145808,291.435118984127,HAM
