Minisector,VER,SAI,Fastest
0,303.05666678303027,294.92765146320346,VER
1,257.992856431746,245.50881435897435,VER
2,199.68816607810137,203.38238383506476,SAI
3,265.47665068051947,267.08665029619516,SAI
4,232.7943913698237,231.35480603880072,VER
5,120.75384998829102,118.26465918473129,VER
6,181.78703893692278,178.7084021057435,VER
7,258.9434609527308,258.90562505777774,VER
8,291.6561984088598,286.1990080435374,VER
9,306.7149802920635,298.7761905015873,VER
10,314.0278509313283,304.6994920141096,VER
11,226.65566623452096,209.8839869968254,VER
12,151.96545854345146,151.59691735148024,VER
13,260.92808283514574,259.66458189481034,VER
14,293.375568504146,287.6188421986394,VER
15,306.06925600761906,294.9824004989039,VER
16,304.00189988193165,292.8388274595104,VER
17,266.44283758412695,252.23097445591827,VER
18,185.6520097078296,181.4436374739047,VER
19,185.50801284561447,175.76953081114402,VER
20,185.7647197044733,193.66680423340054,SAI
21,250.37579417859507,241.98170930651779,VER
22,126.69624430089479,123.93691637798857,VER
23,197.31460459174602,208.36027104900683,SAI
24,279.0044360587454,274.9810653448627,VER
