Minisector,PER,SAI,Fastest
0,293.5941900373804,295.1427814808768,SAI
1,320.4683112022611,319.68350222370856,PER
2,311.8718549237605,313.9086688311688,SAI
3,182.59613628459138,185.0666475841305,SAI
4,216.25841728897083,218.51081167946128,SAI
5,204.78147891436078,208.60802232597072,SAI
6,181.3714856589932,182.12242080061733,SAI
7,206.84952305848307,207.07373483063142,SAI
8,255.35287096801133,258.71125180513263,SAI
9,264.41744397176853,267.63527447089945,SAI
10,161.80654702847923,167.65290394865724,SAI
11,232.44794425805813,230.2823032020211,PER
12,116.61933462263552,122.9248626125923,SAI
13,224.3203811855501,215.32381816492062,PER
14,277.2604607808577,274.3550297862744,PER
15,292.15185830272316,292.83309010188964,SAI
16,207.7528984319029,228.40303040848647,SAI
17,189.6102172186611,183.94714544292447,PER
18,267.45895531249334,261.7029741279946,PER
19,293.3716095240513,289.7461871957672,PER
20,306.09326024965975,299.1040270168776,PER
21,307.9430010011806,300.75272933710437,PER
22,261.7281491771428,290.8226707019934,SAI
23,116.85171662114486,116.26978323310593,PER
24,240.04650371914613,227.3995568446053,PER
25,274.65376150833544,264.43571367619046,PER
