Minisector,NOR,SAI,Fastest
0,257.0127455517661,260.0499539909452,SAI
1,198.6750825713069,198.1130091696778,NOR
2,222.1297981537263,225.27210098984767,SAI
3,261.7607975203701,265.0455343001728,SAI
4,272.58480082139056,279.55698169737525,SAI
5,216.14300277986908,211.05500835332526,NOR
6,90.97855972702277,96.42133537789331,SAI
7,193.76594588384484,195.93847194732786,SAI
8,272.9269498680154,282.3057839498553,SAI
9,294.9742034444922,315.61129241951386,SAI
10,303.90995923607323,328.5763977698772,SAI
11,302.3847204977778,312.1238447679049,SAI
12,106.9309395675364,109.98027593489068,SAI
13,219.90800678656592,224.21376426790616,SAI
14,280.0253245523016,280.6937495587669,SAI
15,298.85492867214504,298.1588557575109,NOR
16,224.90231481000163,217.57200365225242,NOR
17,119.99109454106207,123.03015599395775,SAI
18,150.24812153088925,154.65603666179098,SAI
19,250.4929455736039,254.5081937719425,SAI
20,152.1486207046798,154.73734454221434,SAI
21,126.56590379860079,126.68957517951154,SAI
22,202.8411219614117,206.38340291721687,SAI
23,199.7362206379627,198.01876272920234,NOR
24,161.39179301746717,164.61686679388353,SAI
