Minisector,RUS,ALO,Fastest
0,288.7094958185941,304.8043759254914,ALO
1,297.5340441411765,323.2429436052389,ALO
2,301.03729949946523,325.52647566666667,ALO
3,298.78508719157895,311.17581002962964,ALO
4,167.86085449335303,154.33092937740432,RUS
5,207.72601959866347,203.8917700658585,RUS
6,227.45609723555555,240.1947584512113,ALO
7,259.97889637434264,264.33988865336676,ALO
8,255.72731292721204,245.53839771015714,RUS
9,162.32742247823617,155.8971787612165,RUS
10,224.3441312952053,220.63211237417826,RUS
11,134.1859757373189,125.08431101690005,RUS
12,226.65081925315582,227.33274970198832,ALO
13,183.1548811310451,177.20252877357996,RUS
14,216.4093277822465,216.8675223868599,ALO
15,230.02200490143338,236.4383179516609,ALO
16,254.21227205756435,264.8083343940741,ALO
17,279.27628251877724,293.15110145777777,ALO
18,155.0580302020235,151.23691886186361,RUS
19,166.88518593976767,161.27089162954215,RUS
20,141.4121574704357,137.21491993749385,RUS
21,221.71867680984124,231.18392897311878,ALO
22,255.58669471200793,259.4307592426399,ALO
23,243.5028195812197,247.59922925133785,ALO
24,268.05269185994047,277.7534546566845,ALO
25,280.7928576,,RUS
