Minisector,HAM,LEC,Fastest
0,306.24619420270193,287.94632445490197,HAM
1,140.382861059944,124.54855191436475,HAM
2,136.2018933010101,162.48960471814394,LEC
3,228.39116234817243,216.0029123243114,HAM
4,158.13160889064036,159.92390756825398,LEC
5,241.34079296628897,242.39644629783106,LEC
6,234.22639827208656,212.61564155151515,HAM
7,135.67555385833333,134.56510047807322,HAM
8,234.46041599999998,232.4188974857143,HAM
9,277.57083306666664,275.3505511220831,HAM
10,295.28271932235833,285.20208484444447,HAM
11,154.59284363870967,148.40793505285873,HAM
12,213.55105814862816,218.31081194920634,LEC
13,268.8919266666667,267.6710778352941,HAM
14,280.9000139958032,271.50625639764326,HAM
15,101.83525803615242,102.19460266246588,LEC
16,214.15521797970771,218.78789597460317,LEC
17,274.5164562464986,270.5388881777778,HAM
18,302.8672498391813,292.23999742510534,HAM
19,319.6817310358974,303.9263019333333,HAM
20,329.0283332977778,309.95166656000004,HAM
21,304.0502092234967,280.107679159399,HAM
22,152.46732323940887,149.6152176711111,HAM
23,232.74755019125558,234.120485724025,LEC
24,285.36190497703086,277.4215683764706,HAM
25,,288.94999893333335,LEC
