Minisector,HAM,GAS,Fastest
0,267.552176008582,262.1746533361165,HAM
1,133.46762505749794,134.83518092320585,GAS
2,194.8335422574027,187.21899857492448,HAM
3,246.30176860438752,239.31696396190478,HAM
4,261.7596148395604,259.87425346647944,HAM
5,176.46139963506985,192.80033963977456,GAS
6,145.1617850255805,141.99100778601039,HAM
7,183.02818244376468,176.30575488609173,HAM
8,100.7812796862845,102.81257463477243,GAS
9,74.7632130385619,77.20354223044161,GAS
10,96.21234205631706,90.83256367952045,HAM
11,176.99671641160245,164.92716891480885,HAM
12,243.12269499082984,237.20611131259258,HAM
13,269.50960570843296,262.9630977776779,HAM
14,281.0648749631285,278.40316191876315,HAM
15,114.54662901534178,128.31988545742152,GAS
16,139.35563747064455,121.72931175027887,HAM
17,183.0023015402533,189.2935749726098,GAS
18,188.90992188021673,188.54535003571064,HAM
19,207.17037030426462,217.45173333431842,GAS
20,129.4069919798756,125.77334237625713,HAM
21,111.86626946771993,125.71225278042544,GAS
22,90.60623087471161,82.22336203028773,HAM
23,190.3299661168619,181.45753802645118,HAM
24,249.00944334222223,241.9806340307961,HAM
25,,257.6374976,GAS
