Minisector,LEC,RUS,Fastest
0,305.3894031489645,292.0526970271445,LEC
1,321.3503434901099,301.25984269155555,LEC
2,295.0924613165121,278.7462572670162,LEC
3,110.79251139037027,106.21044486277746,LEC
4,226.68660753667825,229.70661906284178,RUS
5,273.0789913483881,272.3758314316742,LEC
6,181.43618435888197,216.62014029250182,RUS
7,172.82548405539026,170.96360614377429,LEC
8,212.5007084171722,209.25769406062318,LEC
9,220.94080750949956,213.11521853627966,LEC
10,115.65828590158065,116.36511851504758,RUS
11,232.1711330276746,229.86761288880578,LEC
12,119.71667540115425,117.48481607386645,LEC
13,227.28467573968254,228.8247320295843,RUS
14,275.92728867776543,274.7120143834921,LEC
15,230.30823289904762,218.42682268552375,LEC
16,195.6064441643925,197.2851122642403,RUS
17,252.46289806517288,251.51767383619045,LEC
18,186.66213880157719,193.627917239442,RUS
19,187.6840835535972,191.54971186484727,RUS
20,264.264221426087,266.49339753887983,RUS
21,289.8570575784917,290.80860539298476,RUS
22,176.34996888606972,161.5820133827882,LEC
23,212.96965854052758,223.15773255043968,RUS
24,271.907838498355,274.2352846031554,RUS
