Minisector,LEC,ALO,Fastest
0,290.8522325269534,289.02212938235095,LEC
1,300.37832514285714,290.8344395920772,LEC
2,163.82454968766447,157.65576173800093,LEC
3,221.32905509153878,218.1230185432568,LEC
4,272.4446852262584,271.1975392955093,LEC
5,294.1344823877503,292.7202615365079,LEC
6,301.51270835555556,302.5125067970658,ALO
7,168.50326906342528,156.15676170088733,LEC
8,130.81631992431176,127.6613738446744,LEC
9,248.54403883477076,250.69149706995333,ALO
10,283.66854165555554,283.26641202796316,LEC
11,298.06920277252635,293.1729756363636,LEC
12,143.12466871989903,137.11279015607298,LEC
13,187.56011386827026,198.1716130887749,ALO
14,256.75696915704276,251.9017550245989,LEC
15,194.8395743632579,191.89144687058612,LEC
16,216.66064854319487,206.35882996063492,LEC
17,213.40675453144374,202.95765161328134,LEC
18,242.02560158452005,242.09126017443612,ALO
19,277.23441327667535,275.9092047825818,LEC
20,294.8472672131602,294.2700463288889,LEC
21,264.73526640513364,256.156414992,LEC
22,217.14926503314004,201.38925305375022,LEC
23,199.4238432859979,198.011670059045,LEC
24,262.93295427094466,267.3415082996825,ALO
25,280.30000071111107,,LEC
