Minisector,VER,HAM,Fastest
0,249.38007697083134,249.13204475238095,VER
1,128.74844669879087,127.2001710767478,VER
2,195.51848224432499,199.48553116329023,HAM
3,244.12331141406452,245.33625429920266,HAM
4,257.582701357037,256.5498643504762,VER
5,174.02104261659866,166.80981689431675,VER
6,144.3967283948736,140.0167429212746,VER
7,177.6899999841626,180.11630816609335,HAM
8,102.26832098306306,102.06272346688343,VER
9,75.72108143933504,70.44745569119522,VER
10,95.89673283339188,96.99061856947154,HAM
11,181.03981026872438,190.30478309490232,HAM
12,240.03141306711228,244.1329640391111,HAM
13,256.99053308329,267.4056795114192,HAM
14,262.85532582548484,270.22235729230766,HAM
15,103.65009586431286,103.60562748103362,VER
16,165.9568484365088,155.77761710085608,VER
17,185.1680781806098,173.39366762943723,VER
18,195.42878831814474,195.5976475147242,HAM
19,207.76862659499116,195.26107348029265,VER
20,132.41714328126983,132.80050372789168,HAM
21,109.5977539005001,98.97569471423101,VER
22,97.0372662833624,101.463295346338,HAM
23,205.07764263103334,200.9996617983723,VER
24,249.81627484675323,252.6696845117173,HAM
